Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/StorageTier,Snapshots/OwnerAlias,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fe96466e3305a0a2,2022-02-12T00:19:35.752Z,completed,vol-05bbef24d8c916a3c,30,standard,,CreatedBy,terraform,Name,artifactory,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0cacc064460c142d1,2022-02-11T00:19:34.132Z,completed,vol-0e805cda17d0b565d,30,standard,,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,Name,sonarqube,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a2217cbb8b5a4999,2022-02-11T00:12:05.273Z,completed,vol-05bbef24d8c916a3c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0e93bec7358f67324,2022-02-10T00:24:21.175Z,completed,vol-0e805cda17d0b565d,30,standard,,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,sonarqube
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09943ac18740af770,2022-02-10T00:13:31.566Z,completed,vol-05bbef24d8c916a3c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fb2fa8ce4d7d5be3,2022-02-09T00:23:39.678Z,completed,vol-0e805cda17d0b565d,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true,dlm:managed,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0429bcf5c66879362,2022-02-09T00:10:43.708Z,completed,vol-05bbef24d8c916a3c,30,standard,,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-072fa697da9d8b960,2022-02-08T00:17:18.131Z,completed,vol-0e805cda17d0b565d,30,standard,,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04c07ad1a35347b10,2022-02-08T00:15:59.503Z,completed,vol-05bbef24d8c916a3c,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,artifactory,SnapshotCreator,DLM,CreatedBy,terraform,Snapshot,true
,false,086685601027,100%,snap-00cbce449fbfd87e4,2022-02-07T22:31:53.371Z,completed,vol-03a59e9bf0e4b9947,4,standard,,,,,,,,,,,,,,,,,,,
,false,086685601027,100%,snap-08fd1f30fac151a57,2022-02-07T22:31:47.990Z,completed,vol-0045bfa2703cd4430,8,standard,,,,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0f91ad2f89679452f,2022-02-07T00:22:13.139Z,completed,vol-0e805cda17d0b565d,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0711bf4b9d054b22d,2022-02-07T00:12:34.672Z,completed,vol-05bbef24d8c916a3c,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,Name,artifactory,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a9ae96a69aec4a34,2022-02-06T00:20:41.502Z,completed,vol-0e805cda17d0b565d,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,sonarqube,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0999d5e737f8a53c1,2022-02-06T00:11:59.975Z,completed,vol-05bbef24d8c916a3c,30,standard,,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0af5f6e7621dad2a4,2022-02-05T00:23:47.488Z,completed,vol-0e805cda17d0b565d,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,sonarqube,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b7977d92d78cf467,2022-02-05T00:11:52.160Z,completed,vol-05bbef24d8c916a3c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0dced0d001ffaa5ee,2022-02-04T00:24:49.880Z,completed,vol-05bbef24d8c916a3c,30,standard,,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09dca410ad3e71af7,2022-02-04T00:15:29.201Z,completed,vol-0e805cda17d0b565d,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,sonarqube,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d1223edfe2387924,2022-02-03T00:10:53.044Z,completed,vol-05bbef24d8c916a3c,30,standard,,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-094e04e0d9adb9fd9,2022-02-03T00:11:16.126Z,completed,vol-0e805cda17d0b565d,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0ccd9d3c3ba1ab01d,2022-02-02T00:13:37.514Z,completed,vol-05bbef24d8c916a3c,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,artifactory,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-034d8eebfae22a049,2022-02-02T00:13:19.567Z,completed,vol-0e805cda17d0b565d,30,standard,,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-05e7ec7f99e3bd029,2022-02-01T00:16:59.768Z,completed,vol-0e805cda17d0b565d,30,standard,,MaintainedBY,DevOps,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00a0aee74b22efad8,2022-02-01T00:10:44.633Z,completed,vol-05bbef24d8c916a3c,30,standard,,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true
jenkins-ss-to-copy,false,086685601027,100%,snap-09b827805d3c74a28,2022-01-31T16:53:19.235Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-ss-to-copy,,,,,,,,,,,,,,,,
jenkins-data-to-copy,false,086685601027,100%,snap-01622e7c693e1fad0,2022-01-31T16:15:11.757Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-data-to-copy,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-07c48143eef1f5c4d,2022-01-31T00:25:19.423Z,completed,vol-0e805cda17d0b565d,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,CreatedBy,terraform,Name,sonarqube,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-071d78cdbbcb7f622,2022-01-30T00:15:36.616Z,completed,vol-0e805cda17d0b565d,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,sonarqube,SnapshotCreator,DLM,Snapshot,true,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
created by script,false,086685601027,100%,snap-0be32823d7241d2a2,2022-01-28T10:34:09.720Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0621c8c87651219db,2022-01-27T00:21:50.445Z,completed,vol-073f481d687ff31ce,30,standard,,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,Name,sonarqube,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst
created by script,false,086685601027,100%,snap-04dad3cb3dd5a556a,2022-01-26T13:26:04.246Z,completed,vol-059a7651f11a28405,500,standard,,Name,artifactory,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-06e396e8dbde3356a,2022-01-26T00:15:50.620Z,completed,vol-073f481d687ff31ce,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,sonarqube,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b3df58317fbcc3e1,2022-01-25T00:16:31.705Z,completed,vol-073f481d687ff31ce,30,standard,,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-01b73c2bec22c2ed2,2022-01-24T00:18:37.605Z,completed,vol-073f481d687ff31ce,30,standard,,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-092428a82744875bc,2022-01-23T00:19:43.000Z,completed,vol-073f481d687ff31ce,30,standard,,Name,sonarqube,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c90a487a3b519e11,2022-01-22T00:23:49.606Z,completed,vol-073f481d687ff31ce,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0150678c79856e20a,2022-01-17T00:24:41.606Z,completed,vol-0ec4b87eac1969ce4,30,standard,,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-092ec8b82ecd59f23,2022-01-16T00:23:13.896Z,completed,vol-073f481d687ff31ce,30,standard,,SnapshotCreator,DLM,Name,sonarqube,MaintainedBY,DevOps,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04a3a0f940b92c59d,2022-01-16T00:23:08.736Z,completed,vol-0ec4b87eac1969ce4,30,standard,,SnapshotCreator,DLM,Snapshot,true,Name,jenkins-master-test,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00ef9d4dbf87bc79f,2022-01-15T00:14:17.673Z,completed,vol-0ec4b87eac1969ce4,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,Name,jenkins-master-test,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-02fdab9dfd93e40ff,2022-01-15T00:14:22.512Z,completed,vol-073f481d687ff31ce,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,sonarqube,Snapshot,true
,false,086685601027,100%,snap-0d1c801841dc86e7c,2022-01-13T09:30:01.008Z,completed,vol-0679150970d9628a0,8,standard,,Name,node-exporter,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-cfe90f70,Snapshot,true,MaintainedBY,DevOps,,,,
,false,086685601027,100%,snap-06d0d182662633956,2022-01-13T09:24:59.903Z,completed,vol-0679150970d9628a0,8,standard,,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-cfe90f70,spotinst:aws:ec2:group:createdBy,spotinst,Name,node-exporter,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-0afecc2c0b2573457,2022-01-13T09:20:00.503Z,completed,vol-015e407d2b451d0f2,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-7620ca32,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09c1d2d31c32d549c,2022-01-13T00:23:30.722Z,completed,vol-0c5405fa9f61a54e5,30,standard,,Snapshot,true,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-02c5f4b82356847aa,2022-01-13T00:14:55.634Z,completed,vol-0fed115fd2f23a465,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,MaintainedBY,DevOps,Name,prometheus,Snapshot,true
